Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Revenue
O10057,2025-01-25 00:00:00,C1075,Monitor,Electronics,South,5,18000.0,0.05,85500.0
O10058,2025-03-09 00:00:00,C1138,Monitor,Electronics,South,4,18000.0,0.0,72000.0
O10059,2025-03-02 00:00:00,C1100,Monitor,Electronics,East,4,18000.0,0.15,61200.0
O10060,2025-01-29 00:00:00,C1088,Monitor,Electronics,West,2,18000.0,0.2,28800.0
O10061,2025-01-19 00:00:00,C1017,Keyboard,Accessories,East,5,2500.0,0.05,11875.0
O10062,2025-06-20 00:00:00,C1018,Tablet,Electronics,West,3,22000.0,0.2,52800.0
O10063,2025-03-15 00:00:00,C1054,Mouse,Accessories,South,1,1200.0,0.15,1020.0
O10064,2025-03-02 00:00:00,C1101,Laptop,Electronics,North,2,65000.0,0.15,110500.0
O10065,2025-06-02 00:00:00,C1117,Monitor,Electronics,North,4,18000.0,0.1,64800.0
O10066,2025-10-03 00:00:00,C1153,Phone,Electronics,North,3,30000.0,0.05,85500.0
O10067,2025-02-17 00:00:00,C1133,Monitor,Electronics,North,3,18000.0,0.15,45900.0
O10068,2025-07-30 00:00:00,C1003,Phone,Electronics,North,1,30000.0,0.1,27000.0
O10069,2025-12-09 00:00:00,C1107,Mouse,Accessories,East,4,1200.0,0.1,4320.0
O10070,2025-05-19 00:00:00,C1114,Mouse,Accessories,West,5,1200.0,0.2,4800.0
O10071,2025-04-20 00:00:00,C1028,Mouse,Accessories,South,3,1200.0,0.2,2880.0
O10072,2025-07-02 00:00:00,C1058,Phone,Electronics,East,1,30000.0,0.1,27000.0
O10073,2025-01-28 00:00:00,C1124,Monitor,Electronics,West,5,18000.0,0.2,72000.0
O10074,2025-07-16 00:00:00,C1097,Mouse,Accessories,North,4,1200.0,0.15,4080.0
O10075,not_a_date,C1016,Keyboard,Accessories,West,3,2500.0,0.0,7500.0
O10076,2025-11-11 00:00:00,C1106,Phone,Electronics,West,5,30000.0,0.15,127500.0
O10077,2025-02-20 00:00:00,C1042,Phone,Electronics,North,5,30000.0,0.1,135000.0
O10078,2025-05-29 00:00:00,C1079,Monitor,Electronics,North,5,18000.0,0.1,81000.0
O10079,2025-09-25 00:00:00,C1193,Phone,Electronics,North,3,30000.0,0.15,76500.0
O10080,2025-02-19 00:00:00,C1161,Phone,Electronics,South,3,30000.0,0.2,72000.0
O10081,2025-09-03 00:00:00,C1007,Mouse,Accessories,North,2,1200.0,0.2,1920.0
O10082,2025-04-23 00:00:00,C1140,Monitor,Electronics,South,4,18000.0,0.1,64800.0
O10083,2025-06-19 00:00:00,C1105,Mouse,Accessories,North,1,1200.0,0.05,1140.0
O10084,2025-06-15 00:00:00,C1007,Mouse,Accessories,South,5,1200.0,0.2,4800.0
O10085,2025-01-14 00:00:00,C1095,Monitor,Electronics,West,2,18000.0,0.15,30600.0
O10086,2025-07-22 00:00:00,C1093,Laptop,Electronics,East,1,65000.0,0.2,52000.0
O10087,2025-10-15 00:00:00,C1064,Mouse,Accessories,West,2,1200.0,0.15,2040.0
O10088,2025-07-08 00:00:00,C1170,Keyboard,Accessories,West,-2,2500.0,0.1,-4500.0
O10089,2025-06-04 00:00:00,C1038,Keyboard,Accessories,North,5,2500.0,0.2,10000.0
O10090,2025-02-24 00:00:00,C1080,Phone,Electronics,South,1,30000.0,0.15,25500.0
O10091,2025-07-01 00:00:00,C1186,Keyboard,Accessories,East,1,2500.0,0.1,2250.0
O10092,2025-07-29 00:00:00,C1083,Phone,Electronics,North,1,30000.0,0.05,28500.0
O10093,2025-03-16 00:00:00,C1087,Laptop,Electronics,North,1,65000.0,0.15,55250.0
O10094,2025-10-04 00:00:00,C1085,Monitor,Electronics,North,1,18000.0,0.05,17100.0
O10095,2025-05-13 00:00:00,C1092,Monitor,Electronics,West,2,18000.0,0.05,34200.0
O10096,2025-12-09 00:00:00,C1085,Monitor,Electronics,South,5,18000.0,0.0,90000.0
O10097,2025-02-28 00:00:00,C1043,Keyboard,Accessories,South,3,2500.0,0.2,6000.0
O10098,2025-12-11 00:00:00,C1136,Laptop,Electronics,East,3,65000.0,0.15,165750.0
O10099,2025-07-01 00:00:00,C1164,Keyboard,Accessories,South,3,2500.0,0.05,7125.0
O10100,2025-12-05 00:00:00,C1073,Keyboard,Accessories,South,3,2500.0,0.0,7500.0
O10101,2025-11-17 00:00:00,C1035,Laptop,Electronics,North,2,65000.0,0.1,117000.0
O10102,2025-03-05 00:00:00,C1100,Laptop,Electronics,North,4,65000.0,0.15,221000.0
O10103,2025-11-23 00:00:00,C1155,Laptop,Electronics,West,5,65000.0,0.05,308750.0
O10104,2025-09-17 00:00:00,C1169,Laptop,Electronics,North,1,65000.0,0.2,52000.0
O10105,2025-07-12 00:00:00,C1170,Monitor,Electronics,North,0,18000.0,0.0,0.0
O10106,2025-05-23 00:00:00,C1169,Tablet,Electronics,North,3,22000.0,0.05,62700.0
O10107,2025-04-14 00:00:00,C1103,Tablet,Electronics,North,4,22000.0,0.2,70400.0
O10108,2025-08-02 00:00:00,C1065,Laptop,Electronics,West,5,65000.0,0.05,308750.0
O10109,2025-08-30 00:00:00,C1054,Tablet,Electronics,North,1,22000.0,0.15,18700.0
O10110,2025-07-28 00:00:00,C1199,Tablet,Electronics,East,1,22000.0,0.15,18700.0
O10111,2025-04-03 00:00:00,C1175,Laptop,Electronics,East,5,65000.0,0.15,276250.0
O10112,2025-05-22 00:00:00,C1090,Tablet,Electronics,East,5,22000.0,0.0,110000.0
O10113,2025-04-22 00:00:00,C1021,Keyboard,Accessories,East,3,2500.0,0.15,6375.0
O10114,2025-02-28 00:00:00,C1100,Phone,Electronics,North,1,30000.0,0.2,24000.0
O10115,2025-02-12 00:00:00,C1154,Phone,Electronics,East,4,30000.0,0.05,114000.0
O10116,2025-07-26 00:00:00,C1120,Laptop,Electronics,North,2,65000.0,0.1,117000.0
O10117,2025-09-25 00:00:00,C1092,Monitor,Electronics,West,2,18000.0,0.2,28800.0
O10118,2025-10-23 00:00:00,C1194,Laptop,Electronics,East,5,65000.0,0.2,260000.0
O10119,2025-04-28 00:00:00,C1107,Monitor,Electronics,South,3,18000.0,0.15,45900.0
O10120,2025-01-20 00:00:00,C1140,Phone,Electronics,East,2,30000.0,0.0,60000.0
O10121,2025-08-10 00:00:00,C1172,Laptop,Electronics,East,1,65000.0,0.05,61750.0
O10122,2025-06-15 00:00:00,C1009,Mouse,Accessories,North,5,1200.0,0.0,6000.0
O10123,2025-05-11 00:00:00,C1008,Keyboard,Accessories,East,4,2500.0,0.05,9500.0
O10124,2025-06-05 00:00:00,C1181,Tablet,Electronics,South,5,22000.0,0.05,104500.0
O10125,2025-07-03 00:00:00,C1154,Monitor,Electronics,North,4,18000.0,0.0,72000.0
O10126,2025-03-31 00:00:00,C1033,Mouse,Accessories,North,5,1200.0,0.2,4800.0
O10127,2025-04-04 00:00:00,C1128,Tablet,Electronics,West,5,22000.0,0.05,104500.0
O10128,2025-01-13 00:00:00,C1159,Tablet,Electronics,West,5,22000.0,0.0,110000.0
O10129,2025-11-18 00:00:00,C1088,Laptop,Electronics,East,4,65000.0,0.05,247000.0
O10130,2025-10-20 00:00:00,C1092,Tablet,Electronics,west,4,22000.0,0.1,79200.0
O10131,2025-08-18 00:00:00,C1070,Keyboard,Accessories,West,5,2500.0,0.2,10000.0
O10132,2025-11-18 00:00:00,C1066,Mouse,Accessories,West,2,1200.0,0.15,2040.0
O10133,2025-10-19 00:00:00,C1147,Tablet,Electronics,North,3,22000.0,0.05,62700.0
O10134,2025-01-26 00:00:00,C1116,Laptop,Electronics,North,3,65000.0,0.1,175500.0
O10135,2025-03-16 00:00:00,C1093,Keyboard,Accessories,North,3,2500.0,0.15,6375.0
O10136,2025-12-30 00:00:00,C1162,Phone,Electronics,West,4,30000.0,0.15,102000.0
O10137,2025-10-26 00:00:00,C1098,Mouse,Accessories,North,4,1200.0,0.05,4560.0
O10138,2025-05-30 00:00:00,C1112,Tablet,Electronics,West,2,22000.0,0.0,44000.0
O10139,2025-05-28 00:00:00,C1102,Laptop,Electronics,North,3,65000.0,0.05,185250.0
O10140,2025-01-08 00:00:00,,Phone,Electronics,North,3,30000.0,0.1,81000.0
O10141,2025-01-29 00:00:00,C1089,Phone,Electronics,South,5,30000.0,0.15,127500.0
O10142,2025-10-23 00:00:00,C1016,Monitor,Electronics,East,4,18000.0,0.05,68400.0
O10143,2025-07-28 00:00:00,C1017,Keyboard,Accessories,West,3,2500.0,0.0,7500.0
O10144,2025-05-08 00:00:00,C1172,Tablet,Electronics,South,2,22000.0,0.05,41800.0
O10145,2025-12-06 00:00:00,C1115,Laptop,Electronics,North,2,65000.0,0.2,104000.0
O10146,2025-04-26 00:00:00,C1092,Monitor,Electronics,West,3,18000.0,0.0,54000.0
O10147,2025-05-24 00:00:00,C1180,Keyboard,Accessories,North,4,2500.0,0.1,9000.0
O10148,2025-11-14 00:00:00,C1090,Monitor,Electronics,East,2,18000.0,0.15,30600.0
O10149,2025-08-23 00:00:00,C1081,Mouse,Accessories,South,5,1200.0,0.05,5700.0
O10150,2025-01-07 00:00:00,C1067,Keyboard,Accessories,East,2,2500.0,0.0,5000.0
O10151,2025-02-14 00:00:00,C1192,Keyboard,Accessories,South,1,2500.0,0.2,2000.0
O10152,2025-08-27 00:00:00,C1113,Tablet,Electronics,North,1,22000.0,0.0,22000.0
O10153,2025-06-04 00:00:00,C1000,Keyboard,Accessories,East,4,2500.0,0.2,8000.0
O10154,2025-06-30 00:00:00,C1057,Monitor,Electronics,East,3,18000.0,0.1,48600.0
O10155,2025-08-03 00:00:00,C1153,Keyboard,electronics,North,4,2500.0,0.15,8500.0
O10156,2025-03-29 00:00:00,C1108,Tablet,Electronics,East,4,22000.0,0.1,79200.0
O10157,2025-09-13 00:00:00,C1147,Tablet,Electronics,West,4,22000.0,0.05,83600.0
O10158,2025-03-14 00:00:00,C1115,Mouse,Accessories,South,4,1200.0,0.0,4800.0
O10159,2025-06-28 00:00:00,C1086,Monitor,Electronics,South,5,18000.0,0.2,72000.0
O10160,2025-07-31 00:00:00,C1009,Phone,Electronics,South,5,30000.0,0.2,120000.0
O10161,2025-10-20 00:00:00,C1058,Phone,Electronics,West,2,30000.0,0.0,60000.0
O10162,2025-08-22 00:00:00,C1040,Keyboard,Accessories,South,1,2500.0,0.0,2500.0
O10163,2025-08-27 00:00:00,C1104,Mouse,Accessories,North,4,1200.0,0.05,4560.0
O10164,2025-08-11 00:00:00,C1132,Laptop,Electronics,East,2,65000.0,0.1,117000.0
O10165,2025-04-29 00:00:00,C1121,Keyboard,Accessories,West,1,2500.0,0.2,2000.0
O10166,2025-11-09 00:00:00,C1192,Mouse,Accessories,South,3,1200.0,0.05,3420.0
O10167,2025-09-21 00:00:00,C1144,Monitor,Electronics,North,5,18000.0,0.1,81000.0
O10168,2025-07-26 00:00:00,C1021,Monitor,Electronics,East,1,18000.0,0.05,17100.0
O10169,2025-04-05 00:00:00,C1097,Monitor,Electronics,East,3,18000.0,0.2,43200.0
O10170,2025-08-10 00:00:00,C1168,Monitor,Electronics,West,1,18000.0,0.0,18000.0
O10171,2025-10-03 00:00:00,C1067,Monitor,Electronics,West,5,18000.0,0.0,90000.0
O10172,2025-08-19 00:00:00,C1196,Mouse,Accessories,West,5,1200.0,0.1,5400.0
O10173,2025-11-05 00:00:00,C1138,Mouse,Accessories,North,2,1200.0,0.15,2040.0
O10174,2025-04-29 00:00:00,C1055,Tablet,Electronics,North,4,22000.0,0.1,79200.0
O10175,2025-09-25 00:00:00,C1178,Laptop ,Electronics,West,1,30000.0,0.15,25500.0
O10176,2025-09-30 00:00:00,C1148,Monitor,Electronics,South,1,18000.0,0.05,17100.0
O10177,2025-03-05 00:00:00,C1098,Laptop,Electronics,East,3,65000.0,0.05,185250.0
O10178,2025-10-25 00:00:00,C1075,Mouse,Accessories,East,5,1200.0,0.2,4800.0
O10179,2025-12-16 00:00:00,C1025,Laptop,Electronics,North,1,65000.0,0.15,55250.0
O10180,2025-01-11 00:00:00,C1114,Laptop,Electronics,East,5,65000.0,0.2,260000.0
O10181,2025-04-08 00:00:00,C1146,Laptop,Electronics,South,1,65000.0,0.0,65000.0
O10182,2025-03-12 00:00:00,C1108,Tablet,Electronics,East,2,22000.0,0.15,37400.0
O10183,2025-12-30 00:00:00,C1187,Mouse,Accessories,North,4,1200.0,0.1,4320.0
O10184,2025-02-27 00:00:00,C1198,Laptop,Electronics,North,1,65000.0,0.0,65000.0
O10185,2025-10-17 00:00:00,C1046,Monitor,Electronics,South,5,18000.0,0.0,90000.0
O10186,2025-09-08 00:00:00,C1070,Keyboard,Accessories,South,2,2500.0,0.1,4500.0
O10187,2025-10-03 00:00:00,C1153,Laptop,Electronics,East,1,65000.0,0.0,65000.0
O10188,2025-02-19 00:00:00,C1039,Tablet,Electronics,East,3,22000.0,0.15,56100.0
O10189,2025-12-24 00:00:00,C1132,Mouse,Accessories,North,4,1200.0,0.2,3840.0
O10190,2025-08-04 00:00:00,C1148,Tablet,Electronics,South,1,22000.0,1.5,-11000.0
O10191,2025-02-21 00:00:00,C1131,Laptop,Electronics,South,2,65000.0,0.15,110500.0
O10192,2025-09-28 00:00:00,C1022,Mouse,Accessories,South,3,1200.0,0.05,3420.0
O10193,2025-03-25 00:00:00,C1105,Keyboard,Accessories,East,2,2500.0,0.15,4250.0
O10194,2025-10-20 00:00:00,C1083,Laptop,Electronics,South,2,65000.0,0.2,104000.0
O10195,2025-05-06 00:00:00,C1142,Tablet,Electronics,North,3,22000.0,0.15,56100.0
O10196,2025-10-23 00:00:00,C1115,Phone,Electronics,North,2,30000.0,0.1,54000.0
O10197,2025-03-13 00:00:00,C1108,Monitor,Electronics,East,3,18000.0,0.2,43200.0
O10198,2025-10-23 00:00:00,C1135,Tablet,Electronics,West,1,22000.0,0.05,20900.0
O10199,2025-08-24 00:00:00,C1040,Mouse,Accessories,East,3,1200.0,0.1,3240.0
O10200,2025-02-25 00:00:00,C1111,Laptop,Electronics,West,3,65000.0,0.15,165750.0
O10201,2025-12-26 00:00:00,C1146,Monitor,Electronics,South,4,18000.0,0.2,57600.0
O10202,2025-04-20 00:00:00,C1111,Laptop,Electronics,East,3,65000.0,0.05,185250.0
O10203,2025-07-11 00:00:00,C1102,Mouse,Accessories,North,3,1200.0,0.1,3240.0
O10204,2025-04-03 00:00:00,C1045,Laptop,Electronics,South,1,65000.0,0.05,61750.0
O10205,2025-12-16 00:00:00,C1155,Phone,Electronics,North,4,30000.0,0.15,102000.0
O10206,2025-02-25 00:00:00,C1067,Monitor,Electronics,South,5,18000.0,0.05,85500.0
O10207,2025-03-01 00:00:00,C1121,Monitor,Electronics,East,1,18000.0,0.0,18000.0
O10208,2025-05-18 00:00:00,C1014,Mouse,Accessories,West,1,1200.0,0.1,1080.0
O10209,2025-02-08 00:00:00,C1164,Phone,Electronics,South,5,30000.0,0.05,142500.0
O10210,2025-01-28 00:00:00,C1128,Tablet,Electronics,West,3,22000.0,0.15,56100.0
O10211,2025-02-18 00:00:00,C1194,Laptop,Electronics,South,2,65000.0,0.15,110500.0
O10212,2025-05-05 00:00:00,C1110,Keyboard,Accessories,North,4,2500.0,0.05,9500.0
O10213,2025-01-13 00:00:00,C1023,Laptop,Electronics,North,2,65000.0,0.15,110500.0
O10214,2025-02-05 00:00:00,C1026,Laptop,Electronics,South,5,65000.0,0.2,260000.0
O10215,2025-04-11 00:00:00,C1039,Tablet,Electronics,West,1,,0.2,17600.0
O10216,2025-10-09 00:00:00,C1190,Laptop,Electronics,East,1,65000.0,0.2,52000.0
O10217,2025-03-27 00:00:00,C1188,Phone,Electronics,East,4,30000.0,0.0,120000.0
O10218,2025-01-04 00:00:00,C1163,Phone,Electronics,North,1,30000.0,0.05,28500.0
O10219,2025-08-11 00:00:00,C1023,Monitor,Electronics,East,1,18000.0,0.0,18000.0
O10220,2025-12-04 00:00:00,C1023,Mouse,Accessories,North,4,1200.0,0.15,4080.0
O10221,2025-06-15 00:00:00,C1003,Keyboard,Accessories,East,4,2500.0,0.0,10000.0
O10222,2025-12-10 00:00:00,C1066,Laptop,Electronics,South,5,65000.0,0.15,276250.0
O10223,2025-10-05 00:00:00,C1033,Laptop,Electronics,North,1,65000.0,0.15,55250.0
O10224,2025-05-10 00:00:00,C1184,Tablet,Electronics,North,1,22000.0,0.1,19800.0
O10225,2025-01-31 00:00:00,C1176,Mouse,Accessories,South,5,1200.0,0.2,4800.0
O10226,2025-01-11 00:00:00,C1180,Phone,Electronics,North,3,30000.0,0.15,76500.0
O10227,2025-10-29 00:00:00,C1115,Keyboard,Accessories,East,3,2500.0,0.1,6750.0
O10228,2025-04-06 00:00:00,C1022,Monitor,Electronics,East,3,18000.0,0.2,43200.0
O10229,2025-07-09 00:00:00,C1108,Phone,Electronics,North,5,30000.0,0.15,127500.0
O10230,2025-07-11 00:00:00,C1068,Mouse,Accessories,East,1,1200.0,0.15,1020.0
O10231,2025-09-23 00:00:00,C1094,Monitor,Electronics,West,5,18000.0,0.0,90000.0
O10232,2025-05-08 00:00:00,C1180,Tablet,Electronics,North,5,22000.0,0.0,110000.0
O10233,2025-08-26 00:00:00,C1061,Tablet,Electronics,South,3,22000.0,0.2,52800.0
O10234,2025-12-21 00:00:00,C1168,Laptop,Electronics,West,2,65000.0,0.15,110500.0
O10235,2025-04-22 00:00:00,C1056,Mouse,Accessories,North,1,1200.0,0.05,1140.0
O10236,2025-11-12 00:00:00,C1187,Keyboard,Accessories,South,3,2500.0,0.0,7500.0
O10237,2025-12-09 00:00:00,C1053,Monitor,Electronics,East,2,18000.0,0.2,28800.0
O10238,2025-05-25 00:00:00,C1069,Phone,Electronics,South,2,30000.0,0.15,51000.0
O10239,2025-03-06 00:00:00,C1100,Mouse,Accessories,West,4,1200.0,0.15,4080.0
O10240,2025-09-04 00:00:00,C1056,Mouse,Accessories,East,1,1200.0,0.05,1140.0
O10241,2025-08-11 00:00:00,C1137,Tablet,Electronics,North,2,22000.0,0.2,35200.0
O10242,2025-11-09 00:00:00,C1167,Laptop,Electronics,East,3,65000.0,0.15,165750.0
O10243,2025-04-16 00:00:00,C1134,Laptop,Electronics,North,4,65000.0,0.0,260000.0
O10244,2025-06-30 00:00:00,C1102,Monitor,Electronics,North,1,18000.0,0.05,17100.0
O10245,2025-07-03 00:00:00,C1165,Tablet,Electronics,South,5,22000.0,0.2,88000.0
O10246,2025-08-14 00:00:00,C1084,Mouse,Accessories,South,3,1200.0,0.05,3420.0
O10247,2025-09-22 00:00:00,C1060,Keyboard,Accessories,South,2,2500.0,0.0,5000.0
O10248,2025-10-05 00:00:00,C1002,Tablet,Electronics,West,2,22000.0,0.2,35200.0
O10249,2025-03-30 00:00:00,C1127,Monitor,Electronics,West,3,18000.0,0.05,51300.0
O10250,2025-06-25 00:00:00,C1178,Monitor,Electronics,South,2,18000.0,0.1,32400.0
O10251,2025-01-18 00:00:00,C1085,Tablet,Electronics,West,4,22000.0,0.0,88000.0
O10252,2025-04-16 00:00:00,C1046,Monitor,Electronics,East,1,18000.0,0.0,18000.0
O10253,2025-09-28 00:00:00,C1195,Tablet,Electronics,East,4,22000.0,0.0,88000.0
O10254,2025-11-15 00:00:00,C1075,Phone,Electronics,West,2,30000.0,0.1,54000.0
O10255,2025-06-16 00:00:00,C1037,Tablet,Electronics,West,5,22000.0,0.1,99000.0
O10256,2025-01-13 00:00:00,C1163,Tablet,Electronics,East,1,22000.0,0.15,18700.0
O10257,2025-12-03 00:00:00,C1168,Monitor,Electronics,North,1,18000.0,0.05,17100.0
O10258,2025-02-01 00:00:00,C1196,Monitor,Electronics,East,3,18000.0,0.15,45900.0
O10259,2025-02-09 00:00:00,C1140,Laptop,Electronics,East,3,65000.0,0.05,185250.0
O10260,2025-05-28 00:00:00,C1086,Laptop,Electronics,West,5,65000.0,0.1,292500.0
O10261,2025-08-06 00:00:00,C1057,Phone,Electronics,East,1,30000.0,0.1,27000.0
O10262,2025-08-07 00:00:00,C1049,Laptop,Electronics,West,5,65000.0,0.15,276250.0
O10263,2025-03-23 00:00:00,C1029,Tablet,Electronics,West,3,22000.0,0.2,52800.0
O10264,2025-11-29 00:00:00,C1189,Monitor,Electronics,South,3,18000.0,0.15,45900.0
O10265,2025-07-27 00:00:00,C1100,Laptop,Electronics,East,1,65000.0,0.05,61750.0
O10266,2025-07-20 00:00:00,C1024,Laptop,Electronics,North,4,65000.0,0.15,221000.0
O10267,2025-11-28 00:00:00,C1111,Phone,Electronics,South,2,30000.0,0.0,60000.0
O10268,2025-02-07 00:00:00,C1154,Mouse,Accessories,West,3,1200.0,0.05,3420.0
O10269,2025-07-30 00:00:00,C1178,Phone,Electronics,West,3,30000.0,0.05,85500.0
O10270,2025-11-23 00:00:00,C1184,Tablet,Electronics,North,4,22000.0,0.2,70400.0
O10271,2025-09-06 00:00:00,C1125,Monitor,Electronics,West,4,18000.0,0.1,64800.0
O10272,2025-08-15 00:00:00,C1122,Phone,Electronics,East,5,30000.0,0.05,142500.0
O10273,2025-02-17 00:00:00,C1046,Laptop,Electronics,South,5,65000.0,0.1,292500.0
O10274,2025-01-18 00:00:00,C1117,Monitor,Electronics,West,2,18000.0,0.15,30600.0
O10275,2025-10-22 00:00:00,C1038,Monitor,Electronics,West,2,18000.0,0.0,36000.0
O10276,2025-07-15 00:00:00,C1015,Laptop,Electronics,North,1,65000.0,0.2,52000.0
O10277,2025-07-06 00:00:00,C1021,Phone,Electronics,East,5,30000.0,0.1,135000.0
O10278,2025-12-11 00:00:00,C1053,Laptop,Electronics,West,3,65000.0,0.05,185250.0
O10279,2025-08-12 00:00:00,C1148,Mouse,Accessories,North,5,1200.0,0.1,5400.0
O10280,2025-11-14 00:00:00,C1199,Monitor,Electronics,West,3,18000.0,0.05,51300.0
O10281,2025-12-31 00:00:00,C1015,Keyboard,Accessories,North,4,2500.0,0.1,9000.0
O10282,2025-12-03 00:00:00,C1058,Keyboard,Accessories,North,5,2500.0,0.05,11875.0
O10283,2025-08-17 00:00:00,C1030,Tablet,Electronics,East,4,22000.0,0.15,74800.0
